SR_NUMBER;SR_SHORT_CODE;OWNER_DEPARTMENT;STATUS;CREATED_DATE;STREET_NUMBER;STREET_DIRECTION;STREET_NAME;STREET_TYPE;COMMUNITY_AREA;LATITUDE;LONGITUDE
SR20-05580321;311IOC;311 City Services;Completed;2020-12-06 11:40:51;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580323;AVN;Aviation;Completed;2020-12-06 11:41:21;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580324;311IOC;311 City Services;Completed;2020-12-06 11:42:10;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580325;AVN;Aviation;Completed;2020-12-06 11:42:41;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580327;311IOC;311 City Services;Completed;2020-12-06 11:43:52;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580328;AVN;Aviation;Completed;2020-12-06 11:44:07;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580329;AVN;Aviation;Completed;2020-12-06 11:44:15;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580330;GRAF;Streets and Sanitation;Completed;2020-12-06 11:44:28;1481;W;ERIE;ST;WEST TOWN;41.893158218;-87.665412706
SR20-05580331;AVN;Aviation;Completed;2020-12-06 11:44:43;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580333;AVN;Aviation;Completed;2020-12-06 11:44:53;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580334;311IOC;311 City Services;Completed;2020-12-06 11:45:14;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580336;AAD;DWM - Department of Water Management;Completed;2020-12-06 11:45:44;3526;W;79TH;PL;ASHBURN;41.748969957;-87.710782239
SR20-05580337;EAQ;Animal Care and Control;Completed;2020-12-06 11:46:16;504;W;80TH;ST;CHATHAM;41.748949041;-87.636956307
SR20-05580339;AVN;Aviation;Completed;2020-12-06 11:48:23;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580340;AVN;Aviation;Completed;2020-12-06 11:48:30;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580341;311IOC;311 City Services;Completed;2020-12-06 11:48:37;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580342;AVN;Aviation;Completed;2020-12-06 11:48:51;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580343;AVN;Aviation;Completed;2020-12-06 11:49:07;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580345;311IOC;311 City Services;Completed;2020-12-06 11:49:23;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580346;AVN;Aviation;Completed;2020-12-06 11:49:24;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580347;AVN;Aviation;Completed;2020-12-06 11:49:39;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580348;311IOC;311 City Services;Completed;2020-12-06 11:49:52;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580350;SFB;CDOT - Department of Transportation;Completed;2020-12-06 11:50:14;1940;W;TAYLOR;ST;NEAR WEST SIDE;41.869114115;-87.676321698
SR20-05580351;311IOC;311 City Services;Completed;2020-12-06 11:50:24;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580352;SCQ;Streets and Sanitation;Completed;2020-12-06 11:51:13;4929;W;ARGYLE;ST;FOREST GLEN;41.971444778;-87.751492634
SR20-05580353;AVN;Aviation;Completed;2020-12-06 11:51:16;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580354;311IOC;311 City Services;Completed;2020-12-06 11:51:38;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580356;311IOC;311 City Services;Completed;2020-12-06 11:51:44;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580357;311IOC;311 City Services;Completed;2020-12-06 11:51:48;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580358;AVN;Aviation;Completed;2020-12-06 11:51:51;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580359;AVN;Aviation;Completed;2020-12-06 11:51:58;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580361;SGA;Streets and Sanitation;Completed;2020-12-06 11:52:11;1332;W;EDDY;ST;LAKE VIEW;41.946395367;-87.662977
SR20-05580363;AVN;Aviation;Completed;2020-12-06 11:52:53;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580364;AVN;Aviation;Completed;2020-12-06 11:53:09;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580365;311IOC;311 City Services;Completed;2020-12-06 11:53:46;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580366;AVN;Aviation;Completed;2020-12-06 11:54:22;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580368;311IOC;311 City Services;Completed;2020-12-06 11:54:40;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580369;311IOC;311 City Services;Completed;2020-12-06 11:55:02;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580370;AVN;Aviation;Completed;2020-12-06 11:55:15;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580371;311IOC;311 City Services;Completed;2020-12-06 11:55:53;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580373;AVN;Aviation;Completed;2020-12-06 11:56:35;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580374;311IOC;311 City Services;Completed;2020-12-06 11:56:40;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580376;AVN;Aviation;Completed;2020-12-06 11:56:58;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580377;BBK;DOB - Buildings;Completed;2020-12-06 11:57:14;2832;W;POLK;ST;EAST GARFIELD PARK;41.871253397;-87.69739963
SR20-05580378;AVN;Aviation;Completed;2020-12-06 11:57:36;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580380;311IOC;311 City Services;Completed;2020-12-06 11:58:18;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580381;311IOC;311 City Services;Completed;2020-12-06 11:58:27;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580385;GRAF;Streets and Sanitation;Completed;2020-12-06 11:59:50;2414;W;CORTEZ;ST;WEST TOWN;41.900508567;-87.687660879
SR20-05580386;AVN;Aviation;Completed;2020-12-06 12:00:04;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580387;311IOC;311 City Services;Completed;2020-12-06 12:00:42;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580388;AVN;Aviation;Completed;2020-12-06 12:00:45;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580390;AVN;Aviation;Completed;2020-12-06 12:01:55;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580391;AVN;Aviation;Completed;2020-12-06 12:02:03;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580392;AVN;Aviation;Completed;2020-12-06 12:02:10;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580394;AVN;Aviation;Completed;2020-12-06 12:02:56;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580395;AVN;Aviation;Completed;2020-12-06 12:03:19;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580396;AVN;Aviation;Completed;2020-12-06 12:03:24;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580397;AVN;Aviation;Completed;2020-12-06 12:03:29;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580398;PCE;CDOT - Department of Transportation;Completed;2020-12-06 12:03:39;1956;W;NORTH;AVE;WEST TOWN;41.910717205;-87.677215308
SR20-05580400;AVN;Aviation;Completed;2020-12-06 12:04:31;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580401;AVN;Aviation;Completed;2020-12-06 12:04:37;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580403;AVN;Aviation;Completed;2020-12-06 12:05:04;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580404;AVN;Aviation;Completed;2020-12-06 12:05:14;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580405;AVN;Aviation;Completed;2020-12-06 12:05:54;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580406;311IOC;311 City Services;Completed;2020-12-06 12:06:06;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580407;AVN;Aviation;Completed;2020-12-06 12:06:27;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580408;AVN;Aviation;Completed;2020-12-06 12:06:33;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580409;AVN;Aviation;Completed;2020-12-06 12:06:42;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580410;SIE;Streets and Sanitation;Completed;2020-12-06 12:06:47;2510;W;PERSHING;RD;BRIGHTON PARK;41.82312232;-87.687850018
SR20-05580411;WCA2;DWM - Department of Water Management;Open;2020-12-06 12:06:59;2041;W;NORTH;AVE;WEST TOWN;41.910219065;-87.679131279
SR20-05580412;AVN;Aviation;Completed;2020-12-06 12:07:13;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580413;311IOC;311 City Services;Completed;2020-12-06 12:07:14;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580414;AVN;Aviation;Completed;2020-12-06 12:07:35;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580415;311IOC;311 City Services;Completed;2020-12-06 12:07:44;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580416;PCE;CDOT - Department of Transportation;Completed;2020-12-06 12:07:47;2906;W;NORTH;AVE;WEST TOWN;41.910429958;-87.699461057
SR20-05580417;311IOC;311 City Services;Completed;2020-12-06 12:08:18;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580418;AVN;Aviation;Completed;2020-12-06 12:08:48;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580419;311IOC;311 City Services;Completed;2020-12-06 12:08:54;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580420;311IOC;311 City Services;Completed;2020-12-06 12:09:05;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580421;AVN;Aviation;Completed;2020-12-06 12:09:09;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580422;311IOC;311 City Services;Completed;2020-12-06 12:10:10;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580423;AVN;Aviation;Completed;2020-12-06 12:11:54;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580425;AVN;Aviation;Completed;2020-12-06 12:12:00;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580426;SEL;Streets and Sanitation;Completed;2020-12-06 12:12:17;3421;W;84TH;ST;ASHBURN;41.740379846;-87.707885224
SR20-05580429;AVN;Aviation;Completed;2020-12-06 12:12:54;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580430;BBD;DOB - Buildings;Completed;2020-12-06 12:13:03;4342;W;AUGUSTA;BLVD;HUMBOLDT PARK;41.899067698;-87.735409906
SR20-05580432;AVN;Aviation;Completed;2020-12-06 12:13:19;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580433;AVN;Aviation;Completed;2020-12-06 12:13:29;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580434;311IOC;311 City Services;Completed;2020-12-06 12:13:34;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580435;AVN;Aviation;Completed;2020-12-06 12:14:08;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580436;AVN;Aviation;Completed;2020-12-06 12:14:27;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580437;311IOC;311 City Services;Completed;2020-12-06 12:14:32;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580439;AVN;Aviation;Completed;2020-12-06 12:14:37;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580440;311IOC;311 City Services;Completed;2020-12-06 12:14:37;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580442;AVN;Aviation;Completed;2020-12-06 12:15:24;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580443;311IOC;311 City Services;Completed;2020-12-06 12:15:24;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580444;AVN;Aviation;Completed;2020-12-06 12:15:33;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580445;311IOC;311 City Services;Completed;2020-12-06 12:15:44;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580447;AVN;Aviation;Completed;2020-12-06 12:15:58;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580448;AVN;Aviation;Completed;2020-12-06 12:16:06;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580449;AVN;Aviation;Completed;2020-12-06 12:16:08;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580450;311IOC;311 City Services;Completed;2020-12-06 12:16:35;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580451;AVN;Aviation;Completed;2020-12-06 12:16:51;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580452;311IOC;311 City Services;Completed;2020-12-06 12:17:19;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580453;AVN;Aviation;Completed;2020-12-06 12:17:36;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580456;SCB;Streets and Sanitation;Completed;2020-12-06 12:18:28;4342;W;AUGUSTA;BLVD;HUMBOLDT PARK;41.899067698;-87.735409906
SR20-05580457;AVN;Aviation;Completed;2020-12-06 12:18:56;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580460;311IOC;311 City Services;Completed;2020-12-06 12:19:02;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580461;AVN;Aviation;Completed;2020-12-06 12:19:04;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580462;AVN;Aviation;Completed;2020-12-06 12:19:14;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580464;311IOC;311 City Services;Completed;2020-12-06 12:19:28;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580465;311IOC;311 City Services;Completed;2020-12-06 12:19:40;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580467;311IOC;311 City Services;Completed;2020-12-06 12:20:01;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580468;311IOC;311 City Services;Completed;2020-12-06 12:20:12;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580469;AVN;Aviation;Completed;2020-12-06 12:20:13;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580470;AVN;Aviation;Completed;2020-12-06 12:20:19;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580471;311IOC;311 City Services;Completed;2020-12-06 12:20:32;2111;W;Lexington;ST;NEAR WEST SIDE;41.871831278;-87.679846219
SR20-05580472;AVN;Aviation;Completed;2020-12-06 12:21:00;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
SR20-05580474;AVN;Aviation;Completed;2020-12-06 12:21:04;10510;W;ZEMKE;RD;OHARE;41.994896549;-87.887751654
